operator,name_from,name_to,vehicle_class,price,distance,effective_from,effective_to,season_start,season_end,source_id
APRR,CLERMONT EN ARGONNE,CHALON SUD,1,36.90,396.31,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT EN ARGONNE,CHATENOIS,1,29.20,325.01,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT EN ARGONNE,CHATILLON-LABORDE,1,24.60,280.59,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT EN ARGONNE,CHAUMONT-SEMOUTIERS,1,19.80,232.48,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT EN ARGONNE,CHOISEY,1,34.00,360.87,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT EN ARGONNE,CLERMONT-BARRIERE,1,80.30,675.99,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT EN ARGONNE,COLOMBEY-LES-BELLES,1,32.10,353.71,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT EN ARGONNE,COMBRONDE,1,75.60,638.77,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT EN ARGONNE,COURTENAY,1,23.50,262.91,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT EN ARGONNE,DIJON SUD,1,33.10,368.51,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT EN ARGONNE,DIJON-ARC S/TILLE,1,29.10,318.35,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT EN ARGONNE,DIJON-CRIMOLOIS,1,31.00,333.36,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT EN ARGONNE,DOLE,1,34.00,363.06,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT EN ARGONNE,FEILLENS,1,40.40,449.69,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT EN ARGONNE,FLEURY-EN-BIERE,1,29.50,346.86,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT EN ARGONNE,FONTAINEBLEAU,1,26.30,303.91,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT EN ARGONNE,FORET DE TRONCAIS,1,67.90,557.16,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT EN ARGONNE,FORGES,1,22.40,263.32,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT EN ARGONNE,GANNAT,1,75.30,636.78,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT EN ARGONNE,GENDREY,1,35.50,379.64,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT EN ARGONNE,GERZAT-VILLE,1,77.20,657.63,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT EN ARGONNE,GROISSIAT,1,50.50,529.51,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT EN ARGONNE,GYE,1,33.90,367.32,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT EN ARGONNE,JOIGNY,1,24.30,277.38,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT EN ARGONNE,L ISLE-S/LE-DOUBS,1,42.60,456.06,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT EN ARGONNE,LA BOISSE,1,51.80,550.09,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT EN ARGONNE,LA BOISSE - MONTLUEL,1,48.90,528.56,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT EN ARGONNE,LA COTIERE,1,50.50,534.52,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT EN ARGONNE,LA CROIX-CHALON,1,48.60,514.91,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT EN ARGONNE,LANGRES NORD,1,23.70,258.81,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT EN ARGONNE,LANGRES SUD,1,24.20,265.46,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT EN ARGONNE,LE MIROIR,1,40.00,429.30,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT EN ARGONNE,LES EPRUNES,1,26.80,304.19,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT EN ARGONNE,MACON CENTRE,1,40.50,452.42,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT EN ARGONNE,MACON NORD,1,41.40,442.11,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT EN ARGONNE,MACON SUD,1,42.40,452.44,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT EN ARGONNE,MAGNANT,1,16.00,181.64,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT EN ARGONNE,MAROLLES-SUR-SEINE,1,22.40,255.80,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT EN ARGONNE,MONTIGNY-LE-ROI,1,25.70,278.91,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT EN ARGONNE,MONTLUCON,1,70.30,582.09,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT EN ARGONNE,MONTMARAULT,1,71.60,594.69,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT EN ARGONNE,NEMOURS,1,26.30,300.96,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT EN ARGONNE,NITRY,1,29.90,339.68,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT EN ARGONNE,NUITS-ST-GEORGES,1,31.90,351.01,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT EN ARGONNE,PEROUGES,1,47.30,517.71,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT EN ARGONNE,PONT D AIN,1,45.20,492.89,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT EN ARGONNE,POUILLY-EN-AUXOIS,1,37.40,405.81,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT EN ARGONNE,REPLONGES,1,40.40,452.96,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT EN ARGONNE,RIOM,1,77.00,651.61,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT EN ARGONNE,ROBECOURT,1,27.20,300.87,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT EN ARGONNE,SAINT GENIS,1,43.90,484.08,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT EN ARGONNE,SAINT MAURICE,1,46.40,496.06,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT EN ARGONNE,SAINT THIBAULT,1,14.30,163.59,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT EN ARGONNE,SEURRE,1,34.50,373.96,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT EN ARGONNE,SOIRANS,1,32.40,342.06,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT EN ARGONNE,ST AMAND-MONTROND,1,65.30,527.96,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT EN ARGONNE,ST MARTIN-DU-FRESNE,1,48.80,509.62,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT EN ARGONNE,ST-DENIS-LES-SENS,1,21.00,235.45,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT EN ARGONNE,ST-GERMAIN-LAXIS,1,24.60,287.85,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT EN ARGONNE,SYLANS,1,49.00,519.19,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT EN ARGONNE,THENNELIERES,1,12.80,151.49,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT EN ARGONNE,TIL CHATEL,1,27.30,295.51,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT EN ARGONNE,TORVILLIERS,1,15.90,179.67,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT EN ARGONNE,TOURNUS,1,38.90,416.61,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT EN ARGONNE,URY,1,27.10,312.79,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT EN ARGONNE,VAL DE SAONE,1,46.90,504.43,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT EN ARGONNE,VILLE SOUS LAFERTE,1,18.20,209.31,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT EN ARGONNE,VILLEFRANCHE-LIMAS,1,49.20,518.41,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT EN ARGONNE,VILLEFRANCHE-NORD,1,45.10,482.66,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT EN ARGONNE,VILLEFRANCHE-VILLE,1,45.70,487.96,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT EN ARGONNE,VILLENEUVE-DONDAGRE,1,22.10,248.46,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT EN ARGONNE,VIRIAT,1,42.70,468.08,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT EN ARGONNE,VULAINES,1,17.90,206.71,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,ALLAINES,1,37.20,334.58,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,ALLAINVILLE,1,41.40,363.18,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,AMBERIEU,1,89.60,760.59,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,AMBOISE CH.RENAULT,1,40.00,380.38,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,ARLAY,1,83.70,701.10,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,ARTENAY,1,34.90,321.18,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,AUXERRE NORD,1,61.50,458.60,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,AUXERRE SUD,1,61.50,470.30,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,AUXY,1,44.30,367.48,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,AVALLON,1,65.70,514.40,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,BALAN,1,90.50,784.62,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,BAUME-LES-DAMES,1,86.80,741.10,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,BEAUMONT,1,91.00,761.59,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,BEAUNE NORD,1,74.20,606.05,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,BEAUNE SUD,1,75.50,611.80,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,BEAUPONT,1,87.00,744.80,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,BEAUREPAIRE,1,84.90,716.50,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,BELLEGARDE,1,96.50,796.28,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,BELLEVILLE S/SAONE,1,85.00,717.50,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,BERSAILLIN,1,83.50,696.51,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,BESANCON EST,1,84.00,722.02,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,BESANCON NORD,1,84.00,707.40,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,BESANCON OUEST,1,84.00,698.00,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,BEYNOST,1,93.00,798.78,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,BIERRE-LES-SEMUR,1,67.80,540.30,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,BLERE,1,32.80,310.88,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,BLOIS,1,38.30,350.68,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,BOURG NORD,1,85.20,718.39,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,BOURG SUD,1,86.50,738.82,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,BOURGES (LIM.CONC.),1,18.80,189.48,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,BULGNEVILLE,1,78.50,671.85,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,CHALON CENTRE,1,77.90,633.90,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,CHALON NORD,1,77.90,631.02,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,CHALON SUD,1,77.90,640.10,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,CHALONS LA VEUVE,1,77.00,616.79,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,CHALONS MOURMELON,1,76.40,625.19,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,CHARMONT (LIM.CONC),1,68.90,538.29,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,CHATEAU-THIERRY,1,85.90,696.49,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,CHATENOIS,1,79.10,682.00,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,CHATILLON-LABORDE,1,64.80,495.22,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,CHAUMONT-SEMOUTIERS,1,71.50,589.47,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,CHEMERY,1,27.50,270.28,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,CHOISEY,1,80.30,663.21,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,CLERMONT EN ARGONNE,1,80.30,675.99,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,COLOMBEY-LES-BELLES,1,81.90,710.70,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,COMBRONDE,1,3.20,37.48,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,COURTENAY,1,57.00,416.29,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,DEUX CHAISES,1,7.70,87.56,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,DIJON SUD,1,78.10,641.70,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,DIJON-ARC S/TILLE,1,79.80,656.86,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,DIJON-CRIMOLOIS,1,79.10,689.20,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,DOLE,1,80.30,665.40,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,DORMANS,1,83.10,670.89,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,EGLETONS,1,17.20,152.48,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,ELOISE,1,97.90,804.98,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,ESCRENNES,1,39.80,344.38,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,ESVRES,1,35.20,324.68,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,FEILLENS,1,82.60,693.48,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,FLEURY-EN-BIERE,1,63.40,500.24,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,FONTAINEBLEAU,1,60.70,457.29,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,FONTENAY /LOING,1,48.10,389.88,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,FORET DE TRONCAIS,1,11.20,118.48,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,FORGES,1,62.40,477.95,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,FRESNES EN WOEVRE,1,85.60,716.29,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,GANNAT,1,5.20,58.48,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,GENDREY,1,81.40,681.98,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,GIDY,1,33.00,308.08,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,GONDREVILLE A77/N,1,47.80,382.68,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,GONDREVILLE A77/S,1,52.30,429.43,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,GROISSIAT,1,93.40,789.85,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,GYE,1,84.20,724.31,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,JARNY,1,86.90,738.79,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,JOIGNY,1,58.70,432.80,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,L ISLE-S/LE-DOUBS,1,88.40,758.40,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,LA BOISSE,1,94.50,810.43,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,LA BOISSE - MONTLUEL,1,92.10,788.90,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,LA COTIERE,1,92.90,794.86,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,LA CROIX-CHALON,1,91.60,775.25,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,LA FOLIE-B/PARIS,1,43.40,399.28,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,LAMOTTE-BEUVRON,1,26.20,261.18,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,LANGRES NORD,1,73.60,615.80,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,LANGRES SUD,1,74.40,622.45,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,LE MIROIR,1,86.00,731.64,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,LES EPRUNES,1,65.90,518.82,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,MACON NORD,1,82.50,685.90,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,MACON SUD,1,83.40,696.23,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,MAGNANT,1,68.00,538.63,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,MANZAT,1,4.30,43.48,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,MAROLLES-SUR-SEINE,1,62.40,470.43,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,MER,1,36.40,333.48,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,MEUNG SUR LOIRE,1,34.00,316.98,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,MONT CHOISY,1,74.50,596.99,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,MONTIGNY-LE-ROI,1,75.30,635.90,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,MONTLUCON,1,11.10,114.15,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,MONTMARAULT,1,7.20,81.48,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,MONTREUIL (REIMS),1,88.50,716.99,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,MONTREUIL AUX LIONS,1,90.70,743.29,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,NEMOURS,1,60.70,454.34,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,NITRY,1,63.80,495.10,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,NUITS-ST-GEORGES,1,76.40,624.20,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,OLIVET,1,30.90,293.48,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,ORLEANS-CENTRE,1,31.10,299.88,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,ORLEANS-NORD,1,32.80,305.88,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,PEROUGES,1,90.50,778.05,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,PONT D AIN,1,87.90,753.23,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,POUILLY-EN-AUXOIS,1,71.60,569.40,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,REIMS EST (TAISSY),1,80.80,643.99,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,REIMS NORD (ORMES),1,82.10,650.59,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,REIMS OUEST (THILLOIS),1,82.50,657.19,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,REIMS SUD,1,80.60,642.99,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,REPLONGES,1,82.60,696.75,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,RIOM,1,2.00,24.48,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,ROBECOURT,1,77.00,657.86,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,SAINT GENIS,1,87.10,786.42,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,SAINT MAURICE,1,93.10,798.40,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,SAINT THIBAULT,1,65.30,512.40,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,SALBRIS,1,24.10,242.48,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,SAVIGNY /CLAIRIS,1,53.50,415.08,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,SEURRE,1,77.60,635.70,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,SOIRANS,1,79.00,663.45,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,SOMMESOUS,1,72.20,575.69,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,ST AMAND-MONTROND,1,14.10,147.48,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,ST ETIENNE AU TEMPLE,1,76.40,625.19,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,ST GERMAIN LES VERGNE,1,22.50,196.48,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,ST GIBRIEN,1,75.60,604.39,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,ST HILAIRE,1,52.90,410.88,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,ST JULIEN SANCY,1,9.30,86.48,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,ST MARTIN-DU-FRESNE,1,91.30,769.96,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,ST ROMAIN SUR CHER,1,29.30,281.48,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,ST-DENIS-LES-SENS,1,59.40,440.54,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,ST-GERMAIN-LAXIS,1,64.80,502.48,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,STE MENEHOULD,1,78.70,658.19,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,SYLANS,1,92.00,779.53,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,THENNELIERES,1,66.70,524.50,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,TIL CHATEL,1,76.90,652.50,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,TORVILLIERS,1,64.80,496.32,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,TOURNUS,1,79.60,660.40,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,TOURS-C/MONNAIE,1,44.90,408.58,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,TULLE EST,1,20.10,170.48,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,TULLE NORD,1,20.80,178.48,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,URY,1,61.50,466.17,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,USSEL EST,1,12.10,110.48,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,USSEL OUEST,1,14.20,127.48,2026-02-01,2027-01-31,,,aprr-class1-2026
APRR,CLERMONT-BARRIERE,VAL DE SAONE,1,89.90,806.77,2026-02-01,2027-01-31,,,aprr-class1-2026
